name,movieId
David Lynch,2313
Mark Haggard,104662
Bruce Kimmel,104662
Barbara Kopple,49132
Barbara Kopple,1865
Barbara Kopple,1169
Barbara Kopple,26366
Sergio Garrone,114766
Nicolas Gessner,32728
RobertMoore,4925
RobertMoore,5021
Richard Donner,43936
Richard Donner,6959
Richard Donner,1597
Richard Donner,1918
Richard Donner,2002
Richard Donner,368
Richard Donner,23
Richard Donner,2000
Richard Donner,3479
Richard Donner,2005
Richard Donner,2001
Richard Donner,3087
Richard Donner,2640
Richard Donner,1350
Richard Donner,4929
John G. Avildsen,8010
John G. Avildsen,408
John G. Avildsen,2421
John G. Avildsen,2420
John G. Avildsen,2412
John G. Avildsen,2422
John G. Avildsen,4616
John G. Avildsen,1954
John G. Avildsen,5043
John G. Avildsen,5773
FrankPierson,27646
FrankPierson,27410
FrankPierson,31284
Jerry Jameson,2522
MichaelPressman,1043
MichaelPressman,3439
MichaelPressman,5141
Richard Attenborough,1398
Richard Attenborough,534
Richard Attenborough,4095
Richard Attenborough,6345
Richard Attenborough,7980
Richard Attenborough,44911
Richard Attenborough,1293
RidleyScott,77866
RidleyScott,62374
RidleyScott,55765
RidleyScott,105755
RidleyScott,116887
RidleyScott,94864
RidleyScott,134130
RidleyScott,6708
RidleyScott,33162
RidleyScott,3578
RidleyScott,4148
RidleyScott,5010
RidleyScott,86
RidleyScott,1586
RidleyScott,3418
RidleyScott,2956
RidleyScott,2143
RidleyScott,4572
RidleyScott,5965
RidleyScott,541
RidleyScott,1214
Gary Nelson,2748
Gary Nelson,2014
Gary Nelson,2034
Jonathan Demme,62344
Jonathan Demme,43910
Jonathan Demme,133281
Jonathan Demme,8781
Jonathan Demme,5787
Jonathan Demme,2314
Jonathan Demme,1819
Jonathan Demme,593
Jonathan Demme,508
Jonathan Demme,7478
Jonathan Demme,4410
Jonathan Demme,7283
Jonathan Demme,2859
Jonathan Demme,2247
Jonathan Demme,2923
Jonathan Demme,2988
AlfredSole,2853
Nobuhiko Ôbayashi,50641
AnthonyPage,4810
Derek Jarman,73531
Derek Jarman,46544
Derek Jarman,6465
John Landis,73469
John Landis,84696
John Landis,747
John Landis,1772
John Landis,6424
John Landis,420
John Landis,2478
John Landis,26555
John Landis,152173
John Landis,4489
John Landis,3760
John Landis,3421
John Landis,3039
John Landis,1321
John Landis,1220
RobertBenton,6927
RobertBenton,1791
RobertBenton,281
RobertBenton,3395
RobertBenton,3111
RobertBenton,5689
RobertBenton,7415
RobertBenton,1955
Carl Reiner,1463
Carl Reiner,445
Carl Reiner,7026
Carl Reiner,4293
Carl Reiner,5214
Carl Reiner,2111
Carl Reiner,8610
Carl Reiner,2110
Carl Reiner,2109
Paolo Taviani,98587
Paolo Taviani,59447
Paolo Taviani,4114
Paolo Taviani,71180
Paolo Taviani,6107
 Vittorio Taviani,98587
 Vittorio Taviani,59447
 Vittorio Taviani,4114
 Vittorio Taviani,71180
 Vittorio Taviani,6107
Enzo G. Castellari,52319
Enzo G. Castellari,81660
 ArtStevens,2090
 ArtStevens,1033
James Goldstone,2523
JohnBadham,415
JohnBadham,8268
JohnBadham,227
JohnBadham,89
JohnBadham,5553
JohnBadham,4545
JohnBadham,3214
JohnBadham,3705
JohnBadham,5693
JohnBadham,26464
JohnBadham,6979
JohnBadham,6665
Sam Wanamaker,3807
Hal Needham,5247
Hal Needham,4397
Hal Needham,5246
Hal Needham,4396
Paul Verhoeven,3826
Paul Verhoeven,1676
Paul Verhoeven,1092
Paul Verhoeven,193
Paul Verhoeven,2985
Paul Verhoeven,7307
Paul Verhoeven,2916
Paul Verhoeven,7586
Alan Rudolph,6592
Alan Rudolph,3721
Alan Rudolph,1733
Alan Rudolph,2507
Alan Rudolph,2267
Alan Rudolph,369
Alan Rudolph,5641
Alan Rudolph,57430
Alan Rudolph,26501
Corey Allen,2534
JoelM. Reed,105763
PaulSchrader,118248
PaulSchrader,5680
PaulSchrader,2439
PaulSchrader,1458
PaulSchrader,26737
PaulSchrader,2755
PaulSchrader,3304
PaulSchrader,1346
PaulSchrader,8899
PaulSchrader,3649
Steve Rash,135268
Steve Rash,39715
Steve Rash,656
Steve Rash,2849
Steve Rash,542
Steve Rash,4091
Steve Rash,2866
Steve Rash,3048
ÉdouardMolinaro,4705
ÉdouardMolinaro,4706
Mike Hodges,2789
BrunoBarreto,3567
BrunoBarreto,6252
BrunoBarreto,630
BrunoBarreto,1759
BrunoBarreto,2307
BrunoBarreto,41714
Burt Reynolds,4201
Burt Reynolds,5854
Irvin Kershner,2986
Irvin Kershner,3445
Irvin Kershner,7573
Irvin Kershner,1196
John AlanSchwartz,5736
John AlanSchwartz,5737
John AlanSchwartz,5735
John AlanSchwartz,5734
James Toback,69458
James Toback,3509
James Toback,1816
James Toback,7198
James Toback,5834
Colin Higgins,7107
Colin Higgins,5927
Colin Higgins,4291
Bruce Lee,4441
ErrolMorris,7156
ErrolMorris,3182
ErrolMorris,1649
ErrolMorris,6780
ErrolMorris,1189
ErrolMorris,26400
ErrolMorris,5914
Randal Kleiser,92966
Randal Kleiser,5361
Randal Kleiser,2053
Randal Kleiser,685
Randal Kleiser,2046
Randal Kleiser,7872
Randal Kleiser,4477
Randal Kleiser,1380
Randal Kleiser,6037
Randal Kleiser,2950
WarrenBeatty,1883
WarrenBeatty,2616
WarrenBeatty,2779
WarrenBeatty,2929
Buck Henry,2779
JulesBass,26403
JulesBass,6093
JulesBass,5038
 Arthur Rankin Jr.,26403
 Arthur Rankin Jr.,6093
 Arthur Rankin Jr.,5038
Meir Zarchi,5891
Donald Wrye,4316
George Kaczender,26404
Philip Kaufman,3993
Philip Kaufman,517
Philip Kaufman,7487
Philip Kaufman,1295
Philip Kaufman,7001
Philip Kaufman,1231
Philip Kaufman,5600
JeannotSzwarc,2399
JeannotSzwarc,3877
JeannotSzwarc,1388
JeannotSzwarc,1286
RobertS. Fiveson,26409
Joe Dante,1920
Joe Dante,4121
Joe Dante,4079
Joe Dante,7743
Joe Dante,2003
Joe Dante,2004
Joe Dante,2072
Joe Dante,3024
Joe Dante,26492
Joe Dante,1130
Chia-Liang Liu,3972
Chia-Liang Liu,51277
Chia-Liang Liu,102252
Woo-Ping Yuen,4846
Woo-Ping Yuen,26842
Woo-Ping Yuen,26413
Woo-Ping Yuen,2924
Lou Adler,1194
 Tommy Chong,1194
Martin Rosen,49817
Martin Rosen,2138
David Lowell Rich,2536
CarrollBallard,986
CarrollBallard,6261
CarrollBallard,3347
CarrollBallard,6170
VolkerSchlöndorff,1783
VolkerSchlöndorff,6678
VolkerSchlöndorff,1161
Ruggero Deodato,26480
Ruggero Deodato,8906
Ruggero Deodato,6000
Abel Ferrara,1114
Abel Ferrara,2892
Abel Ferrara,3272
Abel Ferrara,439
Abel Ferrara,426
Abel Ferrara,152
Abel Ferrara,1785
Abel Ferrara,7764
Lewis John Carlino,2241
Lewis John Carlino,3135
GeraldSethSindell,3804
Terry Jones,7355
Terry Jones,4591
Terry Jones,6807
Terry Jones,1080
GeorgeMiller,122882
GeorgeMiller,49274
GeorgeMiller,2384
GeorgeMiller,7009
GeorgeMiller,577
GeorgeMiller,7046
GeorgeMiller,3704
GeorgeMiller,2162
GeorgeMiller,4535
GeorgeMiller,3703
GeorgeMiller,3702
Ivan Reitman,45732
Ivan Reitman,110453
Ivan Reitman,84374
Ivan Reitman,4343
Ivan Reitman,1526
Ivan Reitman,1894
Ivan Reitman,440
Ivan Reitman,256
Ivan Reitman,6308
Ivan Reitman,2716
Ivan Reitman,7004
Ivan Reitman,2717
Ivan Reitman,4558
Ivan Reitman,1663
Ivan Reitman,3040
HaroldBecker,4885
HaroldBecker,100
HaroldBecker,1833
HaroldBecker,490
HaroldBecker,4661
HaroldBecker,5237
HaroldBecker,5642
Jonathan Kaplan,2771
Jonathan Kaplan,4060
Jonathan Kaplan,4354
Jonathan Kaplan,416
Jonathan Kaplan,4606
Jonathan Kaplan,4465
Jonathan Kaplan,43177
Don Coscarelli,99437
Don Coscarelli,6755
Don Coscarelli,3839
Don Coscarelli,3838
Don Coscarelli,3837
Don Coscarelli,4915
Don Coscarelli,2901
Franc Roddam,4811
AlbertBrooks,42740
AlbertBrooks,2829
AlbertBrooks,1414
AlbertBrooks,4276
AlbertBrooks,3358
AlbertBrooks,4197
Marino Girolami,5413
JeffMargolis,42163
Allan Arkush,43351
Allan Arkush,4483
Allan Arkush,7990
 Joe Dante,7990
SylvesterStallone,49651
SylvesterStallone,57528
SylvesterStallone,79695
SylvesterStallone,2411
SylvesterStallone,5694
SylvesterStallone,2410
SylvesterStallone,2409
Mark Rydell,4290
Mark Rydell,5161
Mark Rydell,3109
Mark Rydell,1124
Mark Rydell,6735
HayaoMiyazaki,65261
HayaoMiyazaki,118468
HayaoMiyazaki,104283
HayaoMiyazaki,31658
HayaoMiyazaki,5618
HayaoMiyazaki,3000
HayaoMiyazaki,26776
HayaoMiyazaki,6350
HayaoMiyazaki,7099
HayaoMiyazaki,26662
HayaoMiyazaki,5971
HayaoMiyazaki,8253
Alan Clarke,55652
NicholasMeyer,1372
NicholasMeyer,3385
NicholasMeyer,26467
NicholasMeyer,1374
NicholasMeyer,5544
William Wiard,5699
Lucio Fulci,4417
Lucio Fulci,6132
Lucio Fulci,3970
Lucio Fulci,5165
GlennSilber,120821
Barry AlexanderBrown,120821
Walter Hill,91483
Walter Hill,5531
Walter Hill,996
Walter Hill,3190
Walter Hill,458
Walter Hill,4106
Walter Hill,4010
Walter Hill,5027
Walter Hill,4531
Walter Hill,5049
Walter Hill,5859
Walter Hill,5199
Walter Hill,7802
Fred Walton,1330
Fred Walton,4893
BruceBeresford,5947
BruceBeresford,726
BruceBeresford,1507
BruceBeresford,2881
BruceBeresford,3848
BruceBeresford,2738
BruceBeresford,4688
BruceBeresford,1962
BruceBeresford,4603
BruceBeresford,2070
BruceBeresford,3811
Jim Abrahams,2027
Jim Abrahams,5541
Jim Abrahams,466
Jim Abrahams,2463
Jim Abrahams,5500
Jim Abrahams,2791
 David Zucker,2463
 David Zucker,5500
 David Zucker,2791
 Jerry Zucker,2463
 Jerry Zucker,5500
 Jerry Zucker,2791
Lewis Teague,2405
Lewis Teague,2787
Lewis Teague,4207
Lewis Teague,2121
Lewis Teague,2525
Buddy Van Horn,4498
Buddy Van Horn,4714
John DeBello,5305
John DeBello,2163
Jimmy T.Murakami,4198
 Roger Corman,4198
Phil Roman,7790
Harold Ramis,69436
Harold Ramis,40959
Harold Ramis,3968
Harold Ramis,5900
Harold Ramis,719
Harold Ramis,2539
Harold Ramis,1265
Harold Ramis,312
Harold Ramis,2795
Harold Ramis,3552
TintoBrass,2862
Bob Guccione,2862
 Giancarlo Lui,2862
Nancy Walker,4831
Robert Kaylor,4832
Tommy Chong,5428
Tommy Chong,4415
Tommy Chong,4834
Joel Oliansky,4836
John Irvin,1472
John Irvin,452
John Irvin,753
John Irvin,3402
John Irvin,4629
John Irvin,4842
 Richard Quine,2286
PeterSellers,2286
Richard Elfman,5042
SeanS. Cunningham,4213
SeanS. Cunningham,1974
Julien Temple,57845
Julien Temple,3539
Julien Temple,4587
Julien Temple,6125
Julien Temple,5180
TerryMarcel,5182
FloydMutrux,3619
Ferenc Rófusz,72612
JohnMackenzie,5198
William Lustig,52831
William Lustig,4752
Kevin Connor,5205
TonyBill,48319
TonyBill,4067
TonyBill,4108
TonyBill,2240
WilliamPeterBlatty,1999
WilliamPeterBlatty,5208
Danny Goldberg,109205
 AnthonyPotenza,109205
 JulianSchlossberg,109205
AndreaBianchi,5210
Robert Redford,88950
Robert Redford,55946
Robert Redford,99741
Robert Redford,1727
Robert Redford,3978
Robert Redford,3100
Robert Redford,300
Robert Redford,4523
Robert Redford,1956
Lang Elliott,3971
Paul Lynch,1987
JohnSayles,2682
JohnSayles,5447
JohnSayles,800
JohnSayles,1187
JohnSayles,314
JohnSayles,3090
JohnSayles,32464
JohnSayles,4322
JohnSayles,3700
JohnSayles,5238
JaySandrich,5241
BillPersky,5242
Jackie Chan,2880
Jackie Chan,26547
Jackie Chan,2879
Jackie Chan,42946
Jackie Chan,6095
Jackie Chan,5243
Robert Houston,5244
Rob Cohen,60937
Rob Cohen,97742
Rob Cohen,128592
Rob Cohen,34334
Rob Cohen,4369
Rob Cohen,3484
Rob Cohen,5507
Rob Cohen,798
Rob Cohen,653
Rob Cohen,5055
Rob Cohen,8853
SidneyPoitier,26686
SidneyPoitier,5250
 Richard Donner,2641
Alberto DeMartino,5700
Robert Zemeckis,72294
Robert Zemeckis,97923
Robert Zemeckis,138208
Robert Zemeckis,8965
Robert Zemeckis,55995
Robert Zemeckis,4022
Robert Zemeckis,3798
Robert Zemeckis,1584
Robert Zemeckis,3258
Robert Zemeckis,356
Robert Zemeckis,1270
Robert Zemeckis,2406
Robert Zemeckis,2012
Robert Zemeckis,2011
Robert Zemeckis,2987
Robert Zemeckis,5125
LesBlank,5932
LesBlank,71650
Art Linson,3235
Gary Weis,5703
Robert Greenwald,27912
Robert Greenwald,3886
Robert Greenwald,5705
Luigi Cozzi,6835
Steve Gordon,3524
Steno,5710
JeffreyBloom,4109
JeffreyBloom,1335
Lawrence Kasdan,6250
Lawrence Kasdan,2883
Lawrence Kasdan,2112
Lawrence Kasdan,383
Lawrence Kasdan,236
Lawrence Kasdan,7027
Lawrence Kasdan,4464
Lawrence Kasdan,2352
Lawrence Kasdan,2917
WolfgangPetersen,7458
WolfgangPetersen,45442
WolfgangPetersen,3755
WolfgangPetersen,1608
WolfgangPetersen,6476
WolfgangPetersen,474
WolfgangPetersen,292
WolfgangPetersen,2161
WolfgangPetersen,7481
WolfgangPetersen,1233
TonyMaylam,5715
Carl Gottlieb,5427
Hugh Hudson,3579
Hugh Hudson,6991
Hugh Hudson,1957
Desmond Davis,5540
JohnMilius,3441
JohnMilius,6518
JohnMilius,1587
Bertrand Tavernier,69118
Bertrand Tavernier,26564
Bertrand Tavernier,6828
Bertrand Tavernier,681
IvanPasser,3731
PenelopeSpheeris,88
PenelopeSpheeris,1746
PenelopeSpheeris,3253
PenelopeSpheeris,419
PenelopeSpheeris,575
PenelopeSpheeris,3680
PenelopeSpheeris,26494
PenelopeSpheeris,3679
Steven HilliardStern,2044
Jean-JacquesBeineix,7042
Jean-JacquesBeineix,1264
Matthew Robbins,8169
Matthew Robbins,5039
RichardMarquand,3102
RichardMarquand,1210
RichardMarquand,5732
EdBianchi,5655
GrahamBaker,3701
GrahamBaker,2790
John Glen,2817
John Glen,4005
John Glen,2376
John Glen,2990
John Glen,7570
John Glen,2989
Alan Alda,31000
Alan Alda,5581
Alan Alda,5745
TedBerman,2033
TedBerman,1033
 Richard Rich,2033
 Richard Rich,1033
SteveMiner,2107
SteveMiner,2713
SteveMiner,3269
SteveMiner,2473
SteveMiner,2148
SteveMiner,4682
SteveMiner,1976
SteveMiner,1975
Bruce D. Clark,5746
Jim Henson,1967
Jim Henson,2140
Jim Henson,3397
Bill Forsyth,418
Bill Forsyth,1238
Bill Forsyth,26505
Bill Forsyth,5752
Jean-Jacques Annaud,8534
Jean-Jacques Annaud,4223
Jean-Jacques Annaud,1619
Jean-Jacques Annaud,2467
Jean-Jacques Annaud,7010
Jean-Jacques Annaud,3412
Jean-Jacques Annaud,3036
Rick Rosenthal,26462
Rick Rosenthal,1983
OliverStone,80590
OliverStone,62437
OliverStone,46974
OliverStone,95583
OliverStone,8977
OliverStone,8577
OliverStone,1627
OliverStone,3173
OliverStone,3386
OliverStone,465
OliverStone,288
OliverStone,14
OliverStone,4007
OliverStone,4407
OliverStone,1090
OliverStone,1093
OliverStone,4008
OliverStone,4009
OliverStone,5754
GeraldPotterton,610
Tom DeSimone,4180
Tom DeSimone,2878
Friz Freleng,5765
IstvánSzabó,8943
IstvánSzabó,6706
IstvánSzabó,3720
IstvánSzabó,2075
JuanPiquerSimón,5778
BruceMalmuth,3029
 Gary Nelson,3029
Peter Hyams,4756
Peter Hyams,879
Peter Hyams,3113
Peter Hyams,3669
Peter Hyams,379
Peter Hyams,9
Peter Hyams,2457
Peter Hyams,3197
Peter Hyams,2311
Peter Hyams,4443
James Cameron,72998
James Cameron,1721
James Cameron,589
James Cameron,380
James Cameron,1200
James Cameron,1240
James Cameron,1127
James Cameron,5779
 Ovidio G. Assonitis,5779
HectorBabenco,7459
HectorBabenco,4122
HectorBabenco,6786
HectorBabenco,4179
Andrzej Zulawski,3621
Georges Lautner,5782
Jack Fisk,2415
Jack Fisk,5846
Richard Franklin,3764
Richard Franklin,2902
Richard Franklin,5850
AndrewBergman,762
AndrewBergman,3239
AndrewBergman,3614
AndrewBergman,361
AndrewBergman,6974
AndrewBergman,5857
John Derek,5864
MichaelMann,69640
MichaelMann,120637
MichaelMann,8798
MichaelMann,47044
MichaelMann,5009
MichaelMann,3006
MichaelMann,1408
MichaelMann,6
MichaelMann,4210
MichaelMann,5867
Malcolm Leo,5868
Malcolm Leo,2659
 AndrewSolt,5868
 AndrewSolt,2659
Ulu Grosbard,2546
Ulu Grosbard,55
Ulu Grosbard,5869
Jonas Cornell,5913
Luis Valdez,3478
Luis Valdez,5917
Ken Finkleman,2792
JackSholder,3576
JackSholder,1969
JackSholder,5918
Damiano Damiani,1326
Jayne Loader,5288
 Kevin Rafferty,5288
Pierce Rafferty,5288
Frank Henenlotter,8892
Frank Henenlotter,26684
Frank Henenlotter,8893
Frank Henenlotter,6602
Frank Henenlotter,4697
Bill Cosby,8827
DavidS. Ward,135
DavidS. Ward,7005
DavidS. Ward,511
DavidS. Ward,26870
DavidS. Ward,4623
DavidS. Ward,5933
Wayne Wang,31700
Wayne Wang,42732
Wayne Wang,5943
Wayne Wang,3051
Wayne Wang,1678
Wayne Wang,194
Wayne Wang,114122
Wayne Wang,58904
 Frank Oz,2140
Barry Levinson,77837
Barry Levinson,58432
Barry Levinson,48593
Barry Levinson,7448
Barry Levinson,3078
Barry Levinson,4844
Barry Levinson,1061
Barry Levinson,1779
Barry Levinson,1747
Barry Levinson,2253
Barry Levinson,225
Barry Levinson,1395
Barry Levinson,3448
Barry Levinson,2414
Barry Levinson,3098
Barry Levinson,6797
Barry Levinson,4174
Barry Levinson,1961
Barry Levinson,3543
Peter Greenaway,79203
Peter Greenaway,3626
Peter Greenaway,26749
Peter Greenaway,26809
Peter Greenaway,1554
Peter Greenaway,4500
Peter Greenaway,3223
Peter Greenaway,1173
Peter Greenaway,3221
Sam Raimi,68952
Sam Raimi,101112
Sam Raimi,8636
Sam Raimi,52722
Sam Raimi,4020
Sam Raimi,2391
Sam Raimi,2861
Sam Raimi,5349
Sam Raimi,1215
Sam Raimi,303
Sam Raimi,1261
Sam Raimi,6966
Sam Raimi,4105
Peter Duffell,3047
Amy Heckerling,55100
Amy Heckerling,98175
Amy Heckerling,3616
Amy Heckerling,39
Amy Heckerling,2794
Amy Heckerling,5568
Amy Heckerling,7701
Amy Heckerling,4621
Amy Heckerling,3210
Graeme Clifford,2757
PatriciaBirch,1381
Pedro Almodóvar,72386
Pedro Almodóvar,89118
Pedro Almodóvar,44694
Pedro Almodóvar,3083
Pedro Almodóvar,8973
Pedro Almodóvar,5878
Pedro Almodóvar,1844
Pedro Almodóvar,567
Pedro Almodóvar,617
Pedro Almodóvar,26599
Pedro Almodóvar,7011
Pedro Almodóvar,1190
Pedro Almodóvar,3067
Pedro Almodóvar,33021
Pedro Almodóvar,6091
Boaz Davidson,4539
Boaz Davidson,6092
Terry Hughes,2266
Terry Hughes,6104
 IanMacNaughton,6104
JerzySkolimowski,6105
RichardBenjamin,691
RichardBenjamin,489
RichardBenjamin,276
RichardBenjamin,2375
RichardBenjamin,4205
RichardBenjamin,4521
RichardBenjamin,4526
RichardBenjamin,6814
RichardBenjamin,921
MichaelMiller,3313
Ron Howard,64620
Ron Howard,68554
Ron Howard,104913
Ron Howard,83910
Ron Howard,6950
Ron Howard,33660
Ron Howard,45447
Ron Howard,3988
Ron Howard,4995
Ron Howard,832
Ron Howard,2567
Ron Howard,3259
Ron Howard,371
Ron Howard,150
Ron Howard,2374
Ron Howard,2407
Ron Howard,2100
Ron Howard,3107
Ron Howard,3526
Ron Howard,2193
Ron Howard,2518
Taylor Hackford,8958
Taylor Hackford,3998
Taylor Hackford,1645
Taylor Hackford,3761
Taylor Hackford,230
Taylor Hackford,45987
Taylor Hackford,26562
Taylor Hackford,4503
Taylor Hackford,3206
Taylor Hackford,4041
CharlesBand,2256
Jim Jarmusch,69516
Jim Jarmusch,107771
Jim Jarmusch,7460
Jim Jarmusch,34437
Jim Jarmusch,3328
Jim Jarmusch,1652
Jim Jarmusch,1279
Jim Jarmusch,714
Jim Jarmusch,1273
Jim Jarmusch,3925
Jim Jarmusch,3521
Jim Jarmusch,6114
Robert Towne,2237
Robert Towne,2802
Robert Towne,6115
Daniel Vigne,1150
Joe Layton,6122
Pierre DeMoro,6124
DonBluth,1688
DonBluth,3745
DonBluth,66915
DonBluth,5164
DonBluth,2876
DonBluth,2141
DonBluth,2123
DonBluth,4519
DonBluth,2139
Amy Holden Jones,992
Amy Holden Jones,4130
Amy Holden Jones,3938
Dianne Jackson,91488
 Jimmy T.Murakami,91488
Tim Hunter,4218
Tim Hunter,2104
Steven Lisberger,2105
TimBurton,74789
TimBurton,118985
TimBurton,94478
TimBurton,7147
TimBurton,30793
TimBurton,56757
TimBurton,3081
TimBurton,1391
TimBurton,37729
TimBurton,4643
TimBurton,1377
TimBurton,235
TimBurton,3608
TimBurton,2291
TimBurton,592
TimBurton,2174
TimBurton,32840
GarryMarshall,74450
GarryMarshall,91628
GarryMarshall,157667
GarryMarshall,8808
GarryMarshall,8362
GarryMarshall,2724
GarryMarshall,4700
GarryMarshall,1167
GarryMarshall,2506
GarryMarshall,234
GarryMarshall,8614
GarryMarshall,2418
GarryMarshall,3308
GarryMarshall,597
GarryMarshall,4474
GarryMarshall,2255
Sammo Kam-Bo Hung,42946
Michael Chapman,2147
Michael Chapman,5226
JimMcBride,4086
JimMcBride,3584
JamesSignorelli,4501
JamesSignorelli,3846
Bruce Gowers,26471
Gregory Nava,1487
Gregory Nava,2190
Gregory Nava,279
Gregory Nava,26472
Adrian Lyne,5364
Adrian Lyne,2025
Adrian Lyne,2269
Adrian Lyne,3101
Adrian Lyne,3707
Adrian Lyne,3476
Adrian Lyne,2942
Tommy Lee Wallace,2868
Tommy Lee Wallace,1984
TonyScott,69306
TonyScott,81782
TonyScott,49278
TonyScott,7445
TonyScott,37382
TonyScott,4901
TonyScott,782
TonyScott,2353
TonyScott,7007
TonyScott,555
TonyScott,161
TonyScott,1101
TonyScott,4084
TonyScott,1100
TonyScott,3550
Joe Alves,1389
Godfrey Reggio,5684
Godfrey Reggio,5643
Godfrey Reggio,1289
 Terry Gilliam,6807
Stan Dragoti,4221
Stan Dragoti,8884
Stan Dragoti,4663
Stan Dragoti,3591
GeorgeBowers,3331
NoelBlack,3691
RichardPryor,5101
PaulBrickman,2250
PaulBrickman,2915
Robert Hiltzik,3843
Dick Lowry,5248
Lamont Johnson,4987
Jeremy Kagan,2077
Jeremy Kagan,8823
RickMoranis,5650
 Dave Thomas,5650
James L.Brooks,82499
James L.Brooks,27808
James L.Brooks,1784
James L.Brooks,472
James L.Brooks,2243
James L.Brooks,1958
Lynne Littman,31035
 John Landis,4079
 John Landis,26492
 GeorgeMiller,26492
StevenSpielberg,26492
John Herzfeld,4167
John Herzfeld,999
John Herzfeld,8722
Martha Coolidge,7375
Martha Coolidge,70418
Martha Coolidge,1581
Martha Coolidge,5359
Martha Coolidge,6788
Martha Coolidge,201
Martha Coolidge,1297
Martha Coolidge,6638
BarbraStreisand,1353
BarbraStreisand,3528
BarbraStreisand,5012
W.D. Richter,3070
Neal Israel,3525
MartinBrest,6587
MartinBrest,2340
MartinBrest,3252
MartinBrest,3104
MartinBrest,4085
Joel Coen,4027
Joel Coen,4881
Joel Coen,608
Joel Coen,1732
Joel Coen,6873
Joel Coen,471
Joel Coen,1394
Joel Coen,6440
Joel Coen,1245
Joel Coen,3683
 Ethan Coen,70927
 Ethan Coen,50912
 Ethan Coen,4027
 Ethan Coen,4881
 Ethan Coen,608
 Ethan Coen,1732
 Ethan Coen,6873
 Ethan Coen,471
 Ethan Coen,1394
 Ethan Coen,6440
 Ethan Coen,1245
 Ethan Coen,3683
Roger Donaldson,92198
Roger Donaldson,43396
Roger Donaldson,58295
Roger Donaldson,6059
Roger Donaldson,1438
Roger Donaldson,4033
Roger Donaldson,3810
Roger Donaldson,459
Roger Donaldson,196
Roger Donaldson,3505
Roger Donaldson,5334
Roger Donaldson,4487
Roger Donaldson,4000
JoelSilberg,6349
Sam Firstenberg,4566
Sam Firstenberg,4565
Sam Firstenberg,6348
Douglas Cheek,4222
Fritz Kiersch,2122
RichardPearce,635
RichardPearce,6850
RichardPearce,2741
RichardPearce,3713
RichardPearce,3110
Paul Donovan,4691
 Digby Cook,4691
 Tony Randel,4691
Joseph Ruben,8870
Joseph Ruben,2166
Joseph Ruben,6810
Joseph Ruben,5111
Joseph Ruben,20
Joseph Ruben,4670
Joseph Ruben,3770
Joseph Ruben,4279
SteveBarron,435
SteveBarron,828
SteveBarron,26509
SteveBarron,3438
Mark L. Lester,2458
Mark L. Lester,6664
Mark L. Lester,3708
Joseph Zito,4949
Joseph Zito,1977
Joseph Zito,3766
Koji Hashimoto,2364
 R.J. Kizer,2364
PeterMarkle,4355
PeterMarkle,6628
PeterMarkle,4473
Stewart Raffill,110352
Stewart Raffill,26513
Stewart Raffill,8591
Roland Joffé,53999
Roland Joffé,2586
Roland Joffé,191
Roland Joffé,2745
Roland Joffé,1299
Nick Castle,102
Nick Castle,6166
Nick Castle,267
Nick Castle,2453
Nick Castle,8633
Nick Castle,4674
Glenn Jordan,26812
Glenn Jordan,2397
Ken Wiederhorn,3041
Ken Wiederhorn,4532
Gillian Armstrong,2801
Gillian Armstrong,261
Gillian Armstrong,5061
Frank Oz,53956
Frank Oz,8373
Frank Oz,4448
Frank Oz,1614
Frank Oz,2770
Frank Oz,3809
Frank Oz,6999
Frank Oz,60
Frank Oz,2746
Frank Oz,3398
Frank Oz,4499
Thom Eberhardt,5582
Thom Eberhardt,2613
Thom Eberhardt,4600
Thom Eberhardt,4562
Michael Radford,57353
Michael Radford,122932
Michael Radford,30850
Michael Radford,58
Michael Radford,2117
Hugh Wilson,2828
Hugh Wilson,830
Hugh Wilson,2496
Hugh Wilson,6992
Hugh Wilson,3715
Hugh Wilson,2378
AlbertMagnoli,8266
JohnByrum,2928
James Foley,52456
James Foley,6322
James Foley,662
James Foley,1006
James Foley,2540
James Foley,1095
James Foley,3391
James Foley,4043
James Foley,71804
Alex Cox,8790
Alex Cox,7878
Alex Cox,2348
Alex Cox,1965
Alex Cox,32515
Jeff Kanew,2472
Jeff Kanew,6718
Jeff Kanew,4214
Jeff Kanew,4676
JuliuszMachulski,32825
John Hughes,4002
John Hughes,2134
John Hughes,2918
John Hughes,1968
John Hughes,2144
John Hughes,4679
John Hughes,4003
Leonard Nimoy,5308
Leonard Nimoy,1376
Leonard Nimoy,1375
Leonard Nimoy,3449
Douglas DayStewart,5344
Rob Reiner,56587
Rob Reiner,80586
Rob Reiner,112749
Rob Reiner,6493
Rob Reiner,42007
Rob Reiner,2961
Rob Reiner,1401
Rob Reiner,2268
Rob Reiner,505
Rob Reiner,11
Rob Reiner,1197
Rob Reiner,1259
Rob Reiner,6636
Rob Reiner,1288
Rob Reiner,3499
Rob Reiner,1307
Rob Epstein,80553
Rob Epstein,102905
Rob Epstein,27322
Rob Epstein,581
Rob Epstein,26524
Rob Epstein,26655
Gene Wilder,2786
Gene Wilder,6039
Bill Norton,3401
SavageSteve Holland,2261
SavageSteve Holland,1257
SavageSteve Holland,8709
ArnaSelznick,5538
Jonathan Lynn,3301
Jonathan Lynn,637
