movieId,title,runtime,countries,year,plot
2019,Seven Samurai (Shichinin no samurai),207,[Japan],1954,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.
2020,Dangerous Liaisons,119,"[USA, UK]",1988,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.
2021,Dune,137,[USA],1984,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.
2022,"Last Temptation of Christ, The",164,"[USA, Canada]",1988,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross."
2023,"Godfather: Part III, The",162,[USA],1990,"In the midst of trying to legitimize his business dealings in New York and Italy in 1979, aging Mafia don Michael Corleone seeks to avow for his sins while taking a young protégé under his wing."
2024,"Rapture, The",100,[USA],1991,"A telephone operator living an empty, amoral life finds God and loses him again."
2025,Lolita,137,"[USA, France]",1997,A man marries his landlady so he can take advantage of her daughter.
2026,Disturbing Behavior,84,"[Australia, USA, Canada]",1998,The new kid in town stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.
2027,Jane Austen's Mafia!,87,[USA],1998,Takeoff on the Godfather with the son of a mafia king taking over for his dying father
2028,Saving Private Ryan,169,[USA],1998,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
2029,Billy's Hollywood Screen Kiss,92,[USA],1998,Billy is a gay fine-arts photographer who falls in love with straight coffee-shop waiter Gabriel.
2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck)",89,[USA],1971,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs."
2032,"Barefoot Executive, The",96,[USA],1971,A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbor's ...
2033,"Black Cauldron, The",80,[USA],1985,A young boy and a bunch of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.
2034,"Black Hole, The",98,[USA],1979,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole."
2035,Blackbeard's Ghost,106,[USA],1968,"On the Carolina coast, Godolphin College's new track coach lodges at Blackbeard's Inn, run by the Daughters of the Buccaneers who claim to be descendants of the notorious pirate and who risk losing their hotel to the local mobster."
2036,Blank Check,93,[USA],1994,"By accident, the 12-year-old Preston is given a blank check and when he fills in $1,000,000 - he is able to get it! He is having fun spending the money, but the gangsters who owned it want ..."
2037,Candleshoe,101,"[UK, USA]",1977,"Small-time crook Harry Bundage discovers that the old manor house where Lady St. Edmund resides, with three orphans and her butler Priory is the resting place for a hoard of treasure. ..."
2038,"Cat from Outer Space, The",104,[USA],1978,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that has special powers, including the ability to allow the cat to communicate with humans, has..."
2039,Cheetah,83,[USA],1989,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. ..."
2040,"Computer Wore Tennis Shoes, The",91,[USA],1969,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, ..."
2041,Condorman,90,[UK],1981,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.
2042,D2: The Mighty Ducks,106,[USA],1994,"Gordon Bombay is forced to withdraw from the minor hockey league with a knee injury. Much to his surprise, he is given the job of coach of Team USA Hockey for the Junior Goodwill Games in ..."
2043,Darby O'Gill and the Little People,93,[USA],1959,A wily old codger matches wits with the king of the leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.
2044,"Devil and Max Devlin, The",96,[USA],1981,"When Max dies in an accident, he goes straight to hell. But the devil Barney makes him an offer: if he manages to get three innocent youths to sell him their souls in the next two months, ..."
2045,"Far Off Place, A",108,[USA],1993,The witty Nonni and the stuck-up city-boy Harry are the only ones to survive a massacre of a gang of poachers among the gamekeeper's family on his lonesome farm in the savanna. Now the ...
2046,Flight of the Navigator,90,"[USA, Norway]",1986,"In 1978, a boy is moved 8 years into the future and has an adventure with the alien ship that is responsible for that."
2047,"Gnome-Mobile, The",84,[USA],1967,"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is ..."
2048,"Great Mouse Detective, The",74,[USA],1986,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy-maker and uncovers its link to his arch-enemy, Professor Ratigan."
2049,"Happiest Millionaire, The",141,[USA],1967,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the ..."
2050,Herbie Goes Bananas,100,[USA],1980,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.
2051,Herbie Goes to Monte Carlo,105,[USA],1977,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. Unbeknownst to Herbie's driver, thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back."
2052,Hocus Pocus,96,[USA],1993,"After three centuries, three witch sisters are resurrected in Salem, Massachusetts on Halloween night, and it is up to two teenagers, a young girl and an immortal cat to put an end to the witches' reign of terror once and for all."
2053,"Honey, I Blew Up the Kid",89,[USA],1992,"The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall."
2054,"Honey, I Shrunk the Kids",93,"[USA, Mexico]",1989,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.
2055,Hot Lead and Cold Feet,90,[USA],1978,This saga of the old west involves twin brothers who compete for possession of a rickety cow town founded by their father while a crooked mayor tries to put an end to the competitors so he can inherit the town himself.
2056,In Search of the Castaways,98,[USA],1962,"In 19th century England, young Mary Grant and her brother, Robert, embark on a dangerous quest to find their missing father, a sea captain who vanished somewhere along the Chilean coast."
2057,"Incredible Journey, The",80,"[Canada, USA]",1963,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?"
2058,"Negotiator, The",140,"[Germany, USA]",1998,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth."
2059,"Parent Trap, The",128,[USA],1998,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
2060,BASEketball,103,[USA],1998,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team."
2062,"Governess, The",115,[UK],1998,"When the father of privileged Rosina da Silva violently dies, she decides to pass herself off as a gentile and finds employment with a family in faraway Scotland. Soon she and the family ..."
2063,"Seventh Heaven (Septième ciel, Le)",88,[France],1997,The slightly kleptomanic 29-year-old Mathilde is experiencing strange swoonings since a few days. There she encounters a mysterious doctor who treats her with hypnosis therapy. As she gets ...
2064,Roger & Me,91,[USA],1989,"Director Michael Moore pursues GM CEO Roger Smith to confront him about the harm he did to Flint, Michigan with his massive downsizing."
2065,"Purple Rose of Cairo, The",82,[USA],1985,"In 1930s New Jersey, a movie character walks off the screen and into the real world."
2066,Out of the Past,97,[USA],1947,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames."
2067,Doctor Zhivago,197,"[USA, Italy, UK]",1965,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during the First World War and then the October Revolution."
2068,Fanny and Alexander (Fanny och Alexander),188,"[Sweden, France, West Germany]",1982,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls."
2069,"Trip to Bountiful, The",108,[USA],1985,"In 1940s Texas, an elderly woman is determined to visit her childhood home for one last time."
2070,Tender Mercies,92,[USA],1983,"A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together."
2071,And the Band Played On,141,[USA],1993,The story of the discovery of the AIDS epidemic and the political infighting of the scientific community hampering the early fight with it.
2072,"'burbs, The",101,[USA],1989,An overstressed suburbanite and two of his neighbors struggle to prove their paranoid theory that the new family on the block are part of a murderous cult.
2073,Fandango,91,[USA],1985,"Five college buddies from the University of Texas circa 1971 embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise."
2074,"Night Porter, The (Portiere di notte, Il)",118,"[Italy, USA]",1974,"After a chance meeting at a hotel in 1957, a Holocaust survivor and the Nazi officer who tortured her resume their sadomasochistic relationship."
2075,Mephisto,144,"[West Germany, Hungary, Austria]",1981,A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and ...
2076,Blue Velvet,120,[USA],1986,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
2077,"Journey of Natty Gann, The",101,[USA],1985,"In the 1930s, a tomboyish girl runs away from her guardian to join her single father who is 2,000 miles away, because there was work there."
2078,"Jungle Book, The",78,[USA],1967,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
2079,Kidnapped,97,"[UK, USA]",1960,"In Scotland in 1751, young David Balfour is shanghaied aboard a ship where he meets Jacobite rebel Alan Breck Stewart with whom he escapes to the Scottish Highlands, dodging the redcoats."
2080,Lady and the Tramp,76,[USA],1955,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.
2081,"Little Mermaid, The",83,[USA],1989,A mermaid princess makes a Faustian bargain with an unscrupulous sea-witch in order to meet a human prince on land.
2082,"Mighty Ducks, The",100,[USA],1992,A self-centered lawyer is sentenced to community service coaching a rag tag youth hockey team.
2083,"Muppet Christmas Carol, The",85,[USA],1992,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.
2084,Newsies,121,[USA],1992,A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.
2085,101 Dalmatians (One Hundred and One Dalmatians),79,[USA],1961,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement."
2086,One Magic Christmas,89,"[Canada, USA]",1985,"An angel must show a mother the true meaning of Christmas. It's not just presents and materialistic things, but the people she cares about."
2087,Peter Pan,77,[USA],1953,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan."
2088,Popeye,114,[USA],1980,The adventures of the sailor man and his friends in the seaside town of Sweethaven.
2089,"Rescuers Down Under, The",77,[USA],1990,"The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a boy and a rare golden eagle from a murderous poacher."
2090,"Rescuers, The",78,[USA],1977,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.
2091,Return from Witch Mountain,95,[USA],1978,"Tia and her brother Tony have supernatural powers, can communicate and move things with the power of their mind alone. They arrive on Earth for a visit in Los Angeles. When Tony uses his ..."
2092,"Return of Jafar, The",69,[USA],1994,"Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power."
2093,Return to Oz,113,"[UK, USA]",1985,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful."
2094,"Rocketeer, The",108,[USA],1991,A young pilot stumbles onto a prototype jetpack that allows him to become a high flying masked hero.
2095,"Shaggy D.A., The",91,[USA],1976,A lawyer makes an interesting discovery that could affect his chances of getting elected to office.
2096,Sleeping Beauty,75,[USA],1959,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies."
2097,Something Wicked This Way Comes,95,[USA],1983,"In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk."
2098,Son of Flubber,100,[USA],1963,"When Professor Brainard experiments further on Flubber derivatives, he gets in trouble and only his students can help."
2099,Song of the South,94,[USA],1946,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear."
2100,Splash,111,[USA],1984,A young man is reunited with a mermaid who saves him from drowning as a boy and falls in love not knowing who/what she is.
2101,Squanto: A Warrior's Tale,102,[USA],1994,Historically inaccurate chronicle of Squanto's life prior to and including the arrival of the Mayflower in 1620.
2102,Steamboat Willie,8,[USA],1928,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck."
2103,Tall Tale,98,[USA],1995,A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their ...
2104,Tex,103,[USA],1982,"Coming-of-age adventure about two teenage brothers and their struggles to grow up, on their own, after their mother dies and their father leaves them."
2105,Tron,96,[USA],1982,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.
2106,Swing Kids,112,[USA],1993,The story of a close-knit group of young kids in Nazi Germany who listen to banned swing music from the US. Soon dancing and fun leads to more difficult choices as the Nazis begin ...
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),86,[USA],1998,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time and now the life of her own son hangs in the balance."
2108,L.A. Story,95,[USA],1991,"With the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles."
2109,"Jerk, The",94,[USA],1979,An idiotic man struggles to make it through life on his own in St. Louis.
2110,Dead Men Don't Wear Plaid,88,[USA],1982,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.
2111,"Man with Two Brains, The",93,[USA],1983,Steve Martin comedy about brain transplantation.
2112,Grand Canyon,134,[USA],1991,Grand Canyon revolved around six residents from different backgrounds whose lives intertwine in modern-day Los Angeles. At the center of the film is the unlikely friendship of two men from ...
2113,Graveyard Shift (Stephen King's Graveyard Shift),89,"[USA, Japan]",1990,"In a very old textile mill, with a serious rat infestation, the workers discover a horrifying secret deep in the basement."
2114,"Outsiders, The",91,"[USA, France]",1983,"The rivalry between two gangs, the poor greasers and the rich Socs, only heats up when one gang member kills a member of the other."
2115,Indiana Jones and the Temple of Doom,118,[USA],1984,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees, and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace."
2116,"Lord of the Rings, The",132,[USA],1978,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.
2117,1984 (Nineteen Eighty-Four),113,[UK],1984,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.
2118,"Dead Zone, The",103,[USA],1983,A man awakens from a coma to discover he has a psychic detective ability.
2119,Maximum Overdrive,97,[USA],1986,A group of people try to survive when machines start to come alive and become homicidal.
2120,Needful Things,120,[USA],1993,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected."
2121,Cujo,93,[USA],1983,A friendly St. Bernard named Cujo contracts rabies and conducts a reign of terror on a small American town.
2122,Children of the Corn,92,[USA],1984,A young couple is trapped in a remote town where a dangerous religious cult of children believe everyone over the age of 18 must be killed.
2123,All Dogs Go to Heaven,84,"[Ireland, UK, USA]",1989,A dog returns from the dead looking for revenge on his killer using an orphan girl who can talk to animals.
2124,"Addams Family, The",99,[USA],1991,Con artists plan to fleece the eccentric family using an accomplice who claims to be their long lost Uncle Fester.
2125,Ever After: A Cinderella Story,121,[USA],1998,The real story of Cinderella. A refreshing new take on the classic fairy tale.
2126,Snake Eyes,98,"[USA, Canada]",1998,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.
2128,Safe Men,88,[USA],1998,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves ..."
2130,Atlantic City,104,"[Canada, France]",1980,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer finds themselves thrown together in an escapade of love, money, drugs, and danger."
2131,Autumn Sonata (Höstsonaten),99,"[France, West Germany, Sweden, UK]",1978,"A married daughter who longs for her mother's love gets visited by the latter, a successful concert pianist."
2132,Who's Afraid of Virginia Woolf?,131,[USA],1966,"A bitter, aging couple, with the help of alcohol, use a young couple to fuel anguish and emotional pain towards each other."
2133,Adventures in Babysitting,102,[USA],1987,"A babysitter must leave her safe suburban surroundings and head for the heart of the big city to rescue a stranded friend, unaware of the perilous adventures that await her and the kids she's looking after who have tagged along."
2134,Weird Science,94,[USA],1985,"Two high school nerds attempt to create the perfect woman, but she turns out to be more than that."
2135,Doctor Dolittle,152,[USA],1967,"After the animal communicating veterinarian goes too far for his clientèle, he and his friends escape their hometown to sea in search of the Great Pink Sea Snail."
2136,"Nutty Professor, The",107,[USA],1963,"To improve his social life, a nerdish professor drinks a potion that temporarily turns him into the handsome, but obnoxious, Buddy Love."
2137,Charlotte's Web,94,[USA],1973,A gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food.
2138,Watership Down,101,[UK],1978,A group of rabbits flee their doomed warren and face many dangers to find and protect their new home.
2139,"Secret of NIMH, The",82,[USA],1982,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected."
2140,"Dark Crystal, The",93,"[USA, UK]",1982,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world."
2141,"American Tail, An",80,[USA],1986,"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country."
2142,"American Tail: Fievel Goes West, An",75,[USA],1991,"A family of Emigre mice decide to move out to the west, unaware that they are falling into a trap perpetrated by a smooth talking cat."
2143,Legend,89,"[USA, UK]",1985,A young man must stop the Lord of Darkness from both destroying daylight and marrying the woman he loves.
2144,Sixteen Candles,93,[USA],1984,A young girl's sweet sixteenth birthday becomes anything but special as she suffers from every embarrassment possible.
2145,Pretty in Pink,96,[USA],1986,A poor girl must choose between the affections of her doting childhood sweetheart and a rich but sensitive playboy.
2146,St. Elmo's Fire,110,[USA],1985,"A group of friends, just out of college, struggle with adulthood."
2147,"Clan of the Cave Bear, The",98,[USA],1986,A young Cro-Magnon woman is raised by Neanderthals.
2148,House,93,[USA],1986,A troubled writer moves into a haunted house after inheriting it from his aunt.
2149,House II: The Second Story,88,[USA],1987,The new owner of a sinister house gets involved with reanimated corpses and demons searching for an ancient Aztec skull with magic powers.
2150,"Gods Must Be Crazy, The",109,"[Botswana, South Africa]",1980,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries."
2151,"Gods Must Be Crazy II, The",98,"[South Africa, Botswana, USA]",1989,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a ..."
2152,Air Bud: Golden Receiver,90,"[USA, Canada]",1998,Story of a golden retriever who can play football.
2153,"Avengers, The",89,[USA],1998,Two British agents (John Steed and Emma Peel) team up to stop Sir August De Wynter from destroying the world with a weather changing machine.
2154,How Stella Got Her Groove Back,124,[USA],1998,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to ..."
2155,"Slums of Beverly Hills, The",91,[USA],1998,This semiautobiographical story follows a lower-middle-class teenager (Lyonne) and her neurotic family in 1976 Tinseltown.
2159,Henry: Portrait of a Serial Killer,83,[USA],1986,"Based on the true life serial killer, Henry Lee Lucas."
2160,Rosemary's Baby,136,[USA],1968,"A young couple move into an apartment, only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life."
2161,"NeverEnding Story, The",102,"[West Germany, USA]",1984,A troubled boy dives into a wonderous fantasy world through the pages of a mysterious book.
2162,"NeverEnding Story II: The Next Chapter, The",89,"[USA, Germany]",1990,A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.
2163,Attack of the Killer Tomatoes!,83,[USA],1978,A group of scientists band together to save the world from mutated tomatoes that KILL!
2164,Surf Nazis Must Die,83,[USA],1987,"When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge."
2165,Your Friends and Neighbors,100,[USA],1998,Unhappy couples fall apart and hop into other beds with other people.
2166,Return to Paradise,111,[USA],1998,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.
2167,Blade,120,[USA],1998,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
2168,Dance with Me,126,[USA],1998,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a ..."
2169,Dead Man on Campus,96,[USA],1998,"Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, If your roommate dies, you get an A, and decide to find someone who is on the verge, so to speak, to move in with them."
2170,Wrongfully Accused,87,"[Germany, USA]",1998,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail."
2171,Next Stop Wonderland,104,[USA],1998,"An unlucky in love nurse finds her life taking a detour when her mother places a personals ad in the paper, while on the other side of Boston, a plumber is trying to change careers."
2173,"Navigator: A Mediaeval Odyssey, The",90,"[Australia, New Zealand]",1988,"Men seeking relief from the Black Death, guided by a boy's vision, dig a tunnel from 14th century England to 20th century New Zealand."
2174,Beetlejuice,92,[USA],1988,A couple of recently deceased ghosts contract the services of a bio-exorcist in order to remove the obnoxious new owners of their house.
2176,Rope,80,[USA],1948,"Two young men strangle their inferior classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the perfection of their crime."
2177,Family Plot,120,[USA],1976,Lighthearted suspense film about a phony psychic/con artist and her taxi driver/private investigator boyfriend who encounter a pair of serial kidnappers while trailing a missing heir in California.
2178,Frenzy,116,[UK],1972,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man."
2180,Torn Curtain,128,[USA],1966,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.
2181,Marnie,130,[USA],1964,"Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them."
2182,"Wrong Man, The",105,[USA],1956,True story of an innocent man mistaken for a criminal.
2183,"Man Who Knew Too Much, The",120,[USA],1956,A family vacationing in Morocco accidentally stumble on to an assassination plot and the conspirators are determined to prevent them from interfering.
2184,"Trouble with Harry, The",99,[USA],1955,"The trouble with Harry is that he's dead, and everyone seems to have a different idea of what needs to be done with his body..."
2186,Strangers on a Train,101,[USA],1951,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder - a theory that he plans to implement.
2187,Stage Fright,110,[UK],1950,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high society entertainer.
2188,54,93,[USA],1998,Famous 70s NYC nightclub seen and told through the eyes of a young employee.
2189,I Married A Strange Person!,75,[USA],1997,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man ..."
2190,Why Do Fools Fall In Love?,116,[USA],1998,"Three women each claim to be the widow of 1950s doo-wop singer Frankie Lymon, claiming legal rights to his estate."
2191,"Merry War, A",101,[UK],1997,"Gordon Comstock is a copywriter at an ad agency, and his girlfriend Rosemary is a designer. Gordon believes he is a genius, a marvelous poet and quits the ad agency, trying to live on his ..."
2193,Willow,126,"[USA, New Zealand, UK]",1988,A reluctant dwarf must play a critical role in protecting a special baby from an evil queen.
2194,"Untouchables, The",119,[USA],1987,"Federal Agent Eliot Ness sets out to stop Al Capone; because of rampant corruption, he assembles a small, hand-picked team."
2195,Dirty Work,82,"[Canada, USA]",1998,A loser finds success in the revenge-for-hire business.
2197,Firelight,103,"[UK, USA]",1997,"In 1838, lovely governess Elisabeth agrees to bear a child of anonymous English landowner, and he will in return pay her father's debt. At birth she, as agreed, gives up the child. Seven ..."
2200,Under Capricorn,117,[UK],1949,"A young gentleman goes to Australia where he reunites with his now married childhood sweetheart, only to find out she has become an alcoholic and harbors dark secrets."
2201,"Paradine Case, The",125,[USA],1947,A happily married London barrister falls in love with the accused poisoner he is defending.
2202,Lifeboat,97,[USA],1944,Several survivors of a torpedoed ship find themselves in the same boat with one of the men who sunk it.
2203,Shadow of a Doubt,108,[USA],1943,A young woman discovers her visiting Uncle Charlie may not be the man he seems to be.
2204,Saboteur,109,[USA],1942,Aircraft factory worker Barry Kane goes on the run across the United States when he is wrongly accused of starting a fire that killed his best friend.
2205,Mr. & Mrs. Smith,95,[USA],1941,"Not a typical Hitchcock movie, this is a comedy about a couple who learn that their marriage was not valid."
2206,Suspicion,99,[USA],1941,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her."
2207,Jamaica Inn,98,[UK],1939,"In Cornwall in 1819, a young woman discovers that she's living near a gang of criminals who arrange shipwrecks for profit."
2208,"Lady Vanishes, The",96,[UK],1938,"While traveling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
2210,Sabotage,76,[UK],1936,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel."
2212,"Man Who Knew Too Much, The",75,[UK],1934,"A man and his wife receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet."
2214,Number Seventeen (a.k.a. Number 17),66,[UK],1932,"A gang of thieves gather at a safe house following a robbery, but a detective is on their trail."
2215,Rich and Strange,83,[UK],1931,"Believing that an unexpected inheritance will bring them happiness, a married couple instead finds their relationship strained to the breaking point."
2219,Murder!,92,[UK],1930,"A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution."
2221,Blackmail,85,[UK],1929,"After killing a man in self-defence, a young woman is blackmailed by a witness to the killing."
2227,"Lodger: A Story of the London Fog, The",68,[UK],1927,A landlady suspects her new lodger is the madman killing women in London.
2231,Rounders,121,[USA],1998,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.
2232,Cube,90,[Canada],1997,7 complete strangers of widely varying personality characteristics are involuntarily placed in an endless kafkaesque maze containing deadly traps.
2236,Simon Birch,114,[USA],1998,A young boy with stunted growth is convinced that God has a great purpose for him.
2237,Without Limits,117,[USA],1998,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to..."
2238,Seven Beauties (Pasqualino Settebellezze),115,[Italy],1975,"The defense of honor, a strong value in Neapolitan society, and his effects on the life of everyman Pasquale Frafuso."
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),116,[Italy],1974,A trip into the Mediterranean sea becomes a trip into the discovery of how society's frameworks of the rich and poor are delicate and temporary.
2240,My Bodyguard,102,[USA],1980,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard."
2241,Class,98,[USA],1983,"A young boy in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected."
2243,Broadcast News,133,[USA],1987,"Take two rival TV reporters: one handsome, one talented, both male. Add one producer, female. Mix well and watch the sparks fly."
2244,"Allnighter, The",108,[USA],1987,"Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she's found...."
2245,Working Girl,113,[USA],1988,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss's job."
2246,Stars and Bars,94,[USA],1988,A British art expert travels across America in order to purchase a rare Renoir painting in the South but comes across some crazy characters in the process.
