actor,movieId
John Lithgow,1824
 Ryan Phillippe,1824
 Jon Tenney,1824
 Hank Azaria,1824
 Jane Wheeler,1826
Alan Fawcett,1826
 Diana Rice,1826
 Kyla Pratt,1826
Michael Moore,1827
 Elaine Bly,1827
 Dan Burns,1827
 Chip Carter,1827
William Hurt,1831
 Mimi Rogers,1831
 Heather Graham,1831
 Lacey Chabert,1831
 Alec Baldwin,1833
Bruce Willis,1833
 Chi McBride,1833
 Miko Hughes,1833
Campbell Scott,1834
 Steve Martin,1834
 Rebecca Pidgeon,1834
 Ben Gazzara,1834
 Andre Braugher,1835
 Dennis Franz,1835
Nicolas Cage,1835
 Meg Ryan,1835
 Mackenzie Astin,1836
 Chris Eigeman,1836
 Kate Beckinsale,1836
Chloë Sevigny,1836
 Walter Matthau,1837
Jack Lemmon,1837
 Jonathan Silverman,1837
 Richard Riehle,1837
 Gheorghe Muresan,1839
 Joanna Pacula,1839
Billy Crystal,1839
 Kathleen Quinlan,1839
Denzel Washington,1840
 Milla Jovovich,1840
 Ray Allen,1840
 Rosario Dawson,1840
 Daryl Hannah,1841
 Robert Downey Jr.,1841
 Embeth Davidtz,1841
Kenneth Branagh,1841
 Ángela Molina,1844
 Liberto Rabal,1844
 Francesca Neri,1844
Javier Bardem,1844
 Ben Stiller,1845
Bill Pullman,1845
 Kim Dickens,1845
 Ryan O'Neal,1845
 Kathy Burke,1846
Ray Winstone,1846
 Charlie Creed-Miles,1846
 Laila Morse,1846
John Goodman,1848
 Mark Williams,1848
 Jim Broadbent,1848
 Celia Imrie,1848
 Aitana Sánchez-Gijón,1852
 Michael Badalucco,1852
Denis Leary,1852
 Terence Stamp,1852
 Mili Avital,1854
 Bonnie Hunt,1854
David Schwimmer,1854
 Jason Lee,1854
 Gregory Smith,1855
 Natasha Lyonne,1855
 Jenna Elfman,1855
Richard Dreyfuss,1855
 Mari Earle,1856
Nick Broomfield,1856
 Kurt Cobain,1856
 Courtney Love,1856
 Karen McLymont,1858
 Miki Lee,1858
 Richard Norton,1858
Jackie Chan,1858
 Safar Ali Moradi,1859
Homayoun Ershadi,1859
 Abdolrahman Bagheri,1859
 Afshin Khorshid Bakhtiari,1859
 Tamar van den Dop,1860
Jan Decleir,1860
 Betty Schuurman,1860
 Fedja van Huêt,1860
 Andrine Sæther,1861
Robert Skjærstad,1861
 Eli Anne Linnestad,1861
 Per Egil Aske,1861
 Marg Helgenberger,1862
 Mykelti Williamson,1862
Michael Madsen,1862
 Natasha Henstridge,1862
Scott Bakula,1863
 Corbin Bernsen,1863
 Dennis Haysbert,1863
 Takaaki Ishibashi,1863
 Scott Erik,1864
 Michael Resnick,1864
Jack Burns,1864
 Viola Harris,1864
 Soon-Yi Previn,1865
Letty Aronson,1865
 Simon Wettenhall,1865
 Dan Barrett,1865
 Lou Diamond Phillips,1866
Mark Wahlberg,1866
 Avery Brooks,1866
 Christina Applegate,1866
 Eddie Mills,1870
 Ethan Embry,1870
Breckin Meyer,1870
 Peter Facinelli,1870
Christopher Adamson,1873
 Tim Barlow,1873
 Veronika Bendová,1873
 Timothy Bateson,1873
 Joanna Going,1874
 Steven Lambert,1874
Lou Rawls,1874
 Brendan Fraser,1874
Toni Collette,1875
 Parker Posey,1875
 Lisa Kudrow,1875
 Alanna Ubach,1875
 Téa Leoni,1876
Robert Duvall,1876
 Vanessa Redgrave,1876
 Elijah Wood,1876
 Tommy Davidson,1878
Jada Pinkett Smith,1878
 Michael Ralph,1878
 Duane Martin,1878
 Kathleen Quinlan,1880
Mischa Barton,1880
 Sam Rockwell,1880
 Christopher McDonald,1880
 Cary Elwes,1881
 Bryan White,1881
Jessalyn Gilsig,1881
 Andrea Corr,1881
 Maria Pitillo,1882
 Hank Azaria,1882
Matthew Broderick,1882
 Jean Reno,1882
 Sean Astin,1883
 Kirk Baltz,1883
Kimberly Deauna Adams,1883
 Vinny Argiro,1883
 Ellen Barkin,1884
Johnny Depp,1884
 Benicio Del Toro,1884
 Tobey Maguire,1884
Christina Ricci,1885
 Martin Donovan,1885
 Lisa Kudrow,1885
 Lyle Lovett,1885
 Gretchen Palmer,1886
 Anthony Johnson,1886
Master P,1886
 Frantz Turner,1886
 Barry Del Sherman,1887
 Matthew Perry,1887
 Bokeem Woodbine,1887
Chris Farley,1887
Sandra Bullock,1888
 Gena Rowlands,1888
 Harry Connick Jr.,1888
 Mae Whitman,1888
 Gisken Armand,1889
 Stellan Skarsgård,1889
 Sverre Anker Ousdal,1889
Maria Mathiesen,1889
Paolo Rotondo,1891
 Paul Glover,1891
 Christopher Graham,1891
 Darien Takle,1891
 David Suchet,1892
 Viggo Mortensen,1892
 Gwyneth Paltrow,1892
Michael Douglas,1892
 Jacqueline Obradors,1894
 David Schwimmer,1894
 Anne Heche,1894
Harrison Ford,1894
Jennifer Love Hewitt,1895
 Lauren Ambrose,1895
 Charlie Korsmo,1895
 Ethan Embry,1895
 Hugh Laurie,1896
 Bob Hoskins,1896
 Elisabeth Shue,1896
Jessica Lange,1896
 David Thornton,1897
 Charis Michelsen,1897
 Gabriel Mann,1897
Radha Mitchell,1897
 Amir Farrokh Hashemian,1900
Mohammad Amir Naji,1900
 Nafise Jafar-Mohammadi,1900
 Bahare Seddiqi,1900
 Hal Crowther,1901
 Karen Brown,1901
 Patsy Clarke,1901
Nathan A. Barbour,1901
 Michael Landes,1902
 Mackenzie Astin,1902
 Jennifer Aniston,1902
Ione Skye,1902
Christopher Scott Cherot,1903
 Tammi Katherine Jones,1903
 Chenoa Maxwell,1903
 Robinne Lee,1903
Thomas Jay Ryan,1904
 James Urbaniak,1904
 Parker Posey,1904
 Maria Porter,1904
 Soon-Tek Oh,1907
 June Foray,1907
 Lea Salonga,1907
Ming-Na Wen,1907
 Gillian Anderson,1909
David Duchovny,1909
 William B. Davis,1909
 John Neville,1909
 Michael McElhatton,1910
 David Wilmot,1910
 Antoine Byrne,1910
Peter McDonald,1910
 Ossie Davis,1911
 Oliver Platt,1911
 Peter Boyle,1911
Eddie Murphy,1911
George Clooney,1912
 Jennifer Lopez,1912
 Jim Robinson,1912
 Mike Malone,1912
Rachel Roberts,1913
 Vivean Gray,1913
 Helen Morse,1913
 Kirsty Child,1913
 Gary Farmer,1914
 Irene Bedard,1914
 Evan Adams,1914
Adam Beach,1914
 Christina Ricci,1916
Vincent Gallo,1916
 Mickey Rourke,1916
 Ben Gazzara,1916
 Liv Tyler,1917
 Ben Affleck,1917
 Billy Bob Thornton,1917
Bruce Willis,1917
 Danny Glover,1918
 Joe Pesci,1918
 Rene Russo,1918
Mel Gibson,1918
Frances McDormand,1919
 Ben Daniels,1919
 Hatty Jones,1919
 Nigel Hawthorne,1919
 Alexandra Wilson,1920
 Jay Mohr,1920
 Denis Leary,1920
David Cross,1920
 Mark Margolis,1921
 Ben Shenkman,1921
Sean Gullette,1921
 Pamela Hart,1921
 Kathryn Rossetter,1922
 Frederic Forrest,1922
 Chad Morgan,1922
Liza Weil,1922
 Ben Stiller,1923
 Matt Dillon,1923
 Lee Evans,1923
Cameron Diaz,1923
Gregory Walcott,1924
 Mona McKinnon,1924
 Duke Moore,1924
 Tom Keene,1924
Clara Bow,1925
 Charles 'Buddy' Rogers,1925
 Jobyna Ralston,1925
 Richard Arlen,1925
Charles King,1926
 Anita Page,1926
 Bessie Love,1926
Louis Wolheim,1927
 John Wray,1927
 Lew Ayres,1927
 Arnold Lucy,1927
 Nance O'Neil,1928
Richard Dix,1928
 Irene Dunne,1928
 Estelle Taylor,1928
Greta Garbo,1929
 Joan Crawford,1929
 John Barrymore,1929
 Wallace Beery,1929
 Franchot Tone,1931
 Clark Gable,1931
Charles Laughton,1931
 Herbert Mundin,1931
 Frank Morgan,1932
William Powell,1932
 Luise Rainer,1932
 Myrna Loy,1932
 Gloria Holden,1933
Paul Muni,1933
 Gale Sondergaard,1933
 Joseph Schildkraut,1933
 Edward Arnold,1934
Jean Arthur,1934
 Lionel Barrymore,1934
 James Stewart,1934
 Donald Crisp,1935
 Anna Lee,1935
 Maureen O'Hara,1935
Walter Pidgeon,1935
Greer Garson,1936
 Walter Pidgeon,1936
 Teresa Wright,1936
 Dame May Whitty,1936
Bing Crosby,1937
 James Brown,1937
 Frank McHugh,1937
 Barry Fitzgerald,1937
Ray Milland,1938
 Phillip Terry,1938
 Jane Wyman,1938
 Howard Da Silva,1938
 Teresa Wright,1939
 Dana Andrews,1939
 Fredric March,1939
Myrna Loy,1939
Gregory Peck,1940
 Celeste Holm,1940
 John Garfield,1940
 Dorothy McGuire,1940
 Esmond Knight,1941
 Anthony Quayle,1941
 Niall MacGinnis,1941
John Laurie,1941
 John Derek,1942
 Joanne Dru,1942
 John Ireland,1942
Broderick Crawford,1942
 Dorothy Lamour,1943
 Charlton Heston,1943
 Cornel Wilde,1943
Betty Hutton,1943
Burt Lancaster,1944
 Montgomery Clift,1944
 Deborah Kerr,1944
 Donna Reed,1944
 Lee J. Cobb,1945
 Rod Steiger,1945
Marlon Brando,1945
 Karl Malden,1945
 Joe Mantell,1946
 Karen Steele,1946
Esther Minciotti,1946
 Augusta Ciolli,1946
 Richard Beymer,1947
Natalie Wood,1947
 Rita Moreno,1947
 Russ Tamblyn,1947
 Joyce Redman,1948
 Rachel Kempson,1948
 Angela Baddeley,1948
George Devine,1948
 Wendy Hiller,1949
Paul Scofield,1949
 Leo McKern,1949
 Robert Shaw,1949
Sidney Poitier,1950
 Rod Steiger,1950
 Warren Oates,1950
 Lee Grant,1950
 Oliver Reed,1951
 Harry Secombe,1951
Ron Moody,1951
 Shani Wallis,1951
 Sylvia Miles,1952
 John McGiver,1952
Dustin Hoffman,1952
 Jon Voight,1952
Gene Hackman,1953
 Fernando Rey,1953
 Roy Scheider,1953
 Tony Lo Bianco,1953
 Talia Shire,1954
 Burt Young,1954
 Carl Weathers,1954
Sylvester Stallone,1954
 Meryl Streep,1955
Dustin Hoffman,1955
 Justin Henry,1955
 Jane Alexander,1955
 Mary Tyler Moore,1956
Donald Sutherland,1956
 Timothy Hutton,1956
 Judd Hirsch,1956
 Ben Cross,1957
 Nigel Havers,1957
 Ian Charleson,1957
Nicholas Farrell,1957
 Jack Nicholson,1958
 Danny DeVito,1958
Shirley MacLaine,1958
 Debra Winger,1958
 Robert Redford,1959
 Klaus Maria Brandauer,1959
Meryl Streep,1959
 Michael Kitchen,1959
 Joan Chen,1960
John Lone,1960
 Ruocheng Ying,1960
 Peter O'Toole,1960
 Gerald R. Molen,1961
 Tom Cruise,1961
 Valeria Golino,1961
Dustin Hoffman,1961
 Jessica Tandy,1962
 Dan Aykroyd,1962
 Patti LuPone,1962
Morgan Freeman,1962
Woody Allen,1963
 Janet Margolin,1963
 Marcel Hillaire,1963
 Jacquelyn Hyde,1963
 Charles Cioffi,1964
 Roy Scheider,1964
Jane Fonda,1964
 Donald Sutherland,1964
Harry Dean Stanton,1965
 Emilio Estevez,1965
 Tracey Walter,1965
 Olivia Barash,1965
 Taylor Nichols,1966
 Chris Eigeman,1966
 Edward Clements,1966
Carolyn Farina,1966
David Bowie,1967
 Toby Froud,1967
 Jennifer Connelly,1967
 Shelley Thompson,1967
 Anthony Michael Hall,1968
 Paul Gleason,1968
Emilio Estevez,1968
 John Kapelos,1968
 Clu Gulager,1969
 Kim Myers,1969
 Robert Rusler,1969
Mark Patton,1969
 Patricia Arquette,1970
 Robert Englund,1970
 Craig Wasson,1970
Heather Langenkamp,1970
John Beckman,1971
 Wanda Bursey,1971
 Kisha Brackel,1971
 Brooke Bundy,1971
Robert Englund,1972
 Lisa Wilcox,1972
 Kelly Jo Minter,1972
 Danny Hassel,1972
 Lezlie Deane,1973
 Shon Greenblatt,1973
 Lisa Zane,1973
Robert Englund,1973
 Jeannine Taylor,1974
 Robbi Morgan,1974
Betsy Palmer,1974
 Adrienne King,1974
Amy Steel,1975
 Adrienne King,1975
 John Furey,1975
 Kirsten Baker,1975
Terry Ballard,1976
 Richard Brooker,1976
 Anne Gaybis,1976
 Gloria Charles,1976
 Kimberly Beck,1977
 Peter Barton,1977
 Judie Aronson,1977
Erich Anderson,1977
Anthony Barrile,1978
 Dominick Brascia,1978
 Suzanne Bateman,1978
 Todd Bryant,1978
 Kerry Noonan,1979
 David Kagen,1979
 Jennifer Cooke,1979
Thom Mathews,1979
 Lar Park-Lincoln,1980
 Susan Blu,1980
Jennifer Banko,1980
 John Otrin,1980
 Tiffany Paulsen,1981
 Tim Mirkovich,1981
 Kane Hodder,1981
Todd Caldecott,1981
Donald Pleasence,1982
 Jamie Lee Curtis,1982
 Nancy Kyes,1982
 P.J. Soles,1982
Jamie Lee Curtis,1983
 Charles Cyphers,1983
 Donald Pleasence,1983
 Jeffrey Kramer,1983
 Michael Currie,1984
 Dan O'Herlihy,1984
 Stacey Nelkin,1984
Tom Atkins,1984
Donald Pleasence,1985
 Ellie Cornell,1985
 Danielle Harris,1985
 George P. Wilbur,1985
Donald Pleasence,1986
 Ellie Cornell,1986
 Danielle Harris,1986
 Beau Starr,1986
 Casey Stevens,1987
 Anne-Marie Martin,1987
Leslie Nielsen,1987
 Jamie Lee Curtis,1987
 Lisa Schrage,1988
 Louis Ferreira,1988
 Wendy Lyon,1988
Michael Ironside,1988
 Courtney Taylor,1989
 Cynthia Preston,1989
 David Stratton,1989
Tim Conlon,1989
Nicole de Boer,1990
 Alle Ghadban,1990
 Joy Tanner,1990
 J.H. Wyman,1990
 Chris Sarandon,1991
Catherine Hicks,1991
 Brad Dourif,1991
 Alex Vincent,1991
Alex Vincent,1992
 Christine Elise,1992
 Gerrit Graham,1992
 Jenny Agutter,1992
 Travis Fine,1993
 Jeremy Sylvers,1993
 Perrey Reeves,1993
Justin Whalin,1993
 Dominique Dunne,1994
 Beatrice Straight,1994
Craig T. Nelson,1994
 JoBeth Williams,1994
 Oliver Robins,1995
 Heather O'Rourke,1995
 Craig T. Nelson,1995
JoBeth Williams,1995
 Zelda Rubinstein,1996
 Heather O'Rourke,1996
 Nancy Allen,1996
Tom Skerritt,1996
Ellen Burstyn,1997
 Max von Sydow,1997
 Lee J. Cobb,1997
 Kitty Winn,1997
 Max von Sydow,1998
 Richard Burton,1998
 Louise Fletcher,1998
Linda Blair,1998
 Ed Flanders,1999
George C. Scott,1999
 Jason Miller,1999
 Brad Dourif,1999
 Gary Busey,2000
 Mitchell Ryan,2000
 Danny Glover,2000
Mel Gibson,2000
Mel Gibson,2001
 Joss Ackland,2001
 Danny Glover,2001
 Joe Pesci,2001
Mel Gibson,2002
 Joe Pesci,2002
 Danny Glover,2002
 Rene Russo,2002
 Keye Luke,2003
 Don Steele,2003
Hoyt Axton,2003
 John Louie,2003
Zach Galligan,2004
 Phoebe Cates,2004
 John Glover,2004
 Robert Prosky,2004
 Corey Feldman,2005
 Josh Brolin,2005
 Jeff Cohen,2005
Sean Astin,2005
 Diego Sieres,2006
José María de Tavira,2006
 Yolanda Orisaga,2006
 Emiliano Guerra,2006
Claire Danes,2007
 Jon Bradford,2007
 Lena Olin,2007
 Ramsey Krull,2007
 Elis Imboden,2008
Philip Loch,2008
 Sloan Cobb,2008
 Christian Durango,2008
 Leigh Taylor-Young,2009
Charlton Heston,2009
 Joseph Cotten,2009
 Chuck Connors,2009
Alfred Abel,2010
 Gustav Fröhlich,2010
 Rudolf Klein-Rogge,2010
 Fritz Rasp,2010
Michael J. Fox,2011
 Christopher Lloyd,2011
 Lea Thompson,2011
 Thomas F. Wilson,2011
Michael J. Fox,2012
 Mary Steenburgen,2012
 Christopher Lloyd,2012
 Thomas F. Wilson,2012
 Carol Lynley,2013
 Red Buttons,2013
 Ernest Borgnine,2013
Gene Hackman,2013
 Patsy Kelly,2014
 Jodie Foster,2014
 John Astin,2014
Barbara Harris,2014
Fred MacMurray,2015
 Nancy Olson,2015
 Keenan Wynn,2015
 Tommy Kirk,2015
 Tim Matheson,2016
 Kenneth Mars,2016
Tim Conway,2016
 Don Knotts,2016
 Tommy Sands,2017
Ray Bolger,2017
 Ed Wynn,2017
 Annette Funicello,2017
 Peter Behn,2018
 Bobette Audrey,2018
 Stan Alexander,2018
Hardie Albright,2018
Toshirô Mifune,2019
 Takashi Shimura,2019
 Keiko Tsushima,2019
 Yukiko Shimazaki,2019
 Swoosie Kurtz,2020
 Michelle Pfeiffer,2020
 John Malkovich,2020
Glenn Close,2020
 Leonardo Cimino,2021
Francesca Annis,2021
 José Ferrer,2021
 Brad Dourif,2021
 Steve Shill,2022
 Paul Greco,2022
Willem Dafoe,2022
 Harvey Keitel,2022
 Andy Garcia,2023
 Talia Shire,2023
 Diane Keaton,2023
Al Pacino,2023
 Marvin Elkins,2024
 Patrick Bauchau,2024
 Darwyn Carson,2024
Mimi Rogers,2024
 Dominique Swain,2025
 Melanie Griffith,2025
 Frank Langella,2025
Jeremy Irons,2025
James Marsden,2026
 Tobias Mehler,2026
 Katie Holmes,2026
 Nick Stahl,2026
Jay Mohr,2027
 Billy Burke,2027
 Christina Applegate,2027
 Pamela Gidley,2027
Tom Hanks,2028
 Tom Sizemore,2028
 Edward Burns,2028
 Barry Pepper,2028
 Meredith Scott Lynn,2029
 Richard Ganoung,2029
 Brad Rowe,2029
Sean Hayes,2029
Dean Jones,2031
 Sandy Duncan,2031
 Joe Flynn,2031
 Tony Roberts,2031
Kurt Russell,2032
 Joe Flynn,2032
 Harry Morgan,2032
 Wally Cox,2032
 Freddie Jones,2033
 Susan Sheridan,2033
Grant Bardsley,2033
 Nigel Hawthorne,2033
 Joseph Bottoms,2034
 Robert Forster,2034
 Anthony Perkins,2034
Maximilian Schell,2034
 Dean Jones,2035
Peter Ustinov,2035
 Elsa Lanchester,2035
 Suzanne Pleshette,2035
 Karen Duffy,2036
Brian Bonsall,2036
 Jayne Atkinson,2036
 James Rebhorn,2036
David Niven,2037
 Leo McKern,2037
 Jodie Foster,2037
 Helen Hayes,2037
Ken Berry,2038
 Roddy McDowall,2038
 Harry Morgan,2038
 Sandy Duncan,2038
 Lucy Deakins,2039
 Colin Mothupi,2039
 Timothy Landfield,2039
Keith Coogan,2039
 Joe Flynn,2040
 Cesar Romero,2040
 William Schallert,2040
Kurt Russell,2040
 James Hampton,2041
 Barbara Carrera,2041
 Oliver Reed,2041
Michael Crawford,2041
 Jan Rubes,2042
 Michael Tucker,2042
 Kathryn Erbe,2042
Emilio Estevez,2042
Albert Sharpe,2043
 Janet Munro,2043
 Sean Connery,2043
 Jimmy O'Dea,2043
 Adam Rich,2044
Elliott Gould,2044
 Susan Anspach,2044
 Bill Cosby,2044
 Sarel Bok,2045
 Ethan Embry,2045
 Jack Thompson,2045
Reese Witherspoon,2045
 Paul Reubens,2046
 Cliff De Young,2046
Joey Cramer,2046
 Veronica Cartwright,2046
 Karen Dotrice,2047
 Richard Deacon,2047
 Matthew Garber,2047
Walter Brennan,2047
 Susanne Pollatschek,2048
Vincent Price,2048
 Barrie Ingham,2048
 Val Bettin,2048
Fred MacMurray,2049
 Greer Garson,2049
 Geraldine Page,2049
 Gladys Cooper,2049
Cloris Leachman,2050
 Charles Martin Smith,2050
 John Vernon,2050
 Stephen W. Burns,2050
 Jacques Marin,2051
 Julie Sommars,2051
 Don Knotts,2051
Dean Jones,2051
Bette Midler,2052
 Kathy Najimy,2052
 Sarah Jessica Parker,2052
 Omri Katz,2052
Rick Moranis,2053
 Marcia Strassman,2053
 Daniel Shalikar,2053
 Robert Oliveri,2053
 Kristine Sutherland,2054
 Marcia Strassman,2054
 Matt Frewer,2054
Rick Moranis,2054
 Karen Valentine,2055
Jim Dale,2055
 Jack Elam,2055
 Don Knotts,2055
 Hayley Mills,2056
Maurice Chevalier,2056
 Wilfrid Hyde-White,2056
 George Sanders,2056
Émile Genest,2057
 Sandra Scott,2057
 John Drainie,2057
 Tommy Tweed,2057
 David Morse,2058
 Ron Rifkin,2058
Samuel L. Jackson,2058
 Kevin Spacey,2058
Lindsay Lohan,2059
 Dennis Quaid,2059
 Natasha Richardson,2059
 Elaine Hendrix,2059
Trey Parker,2060
 Matt Stone,2060
 Dian Bachar,2060
 Yasmine Bleeth,2060
 Jonathan Rhys Meyers,2062
 Florence Hoath,2062
 Tom Wilkinson,2062
Minnie Driver,2062
Sandrine Kiberlain,2063
 Francine Bergé,2063
 François Berléand,2063
 Vincent Lindon,2063
Michael Moore,2064
 Roger B. Smith,2064
 Rhonda Britton,2064
 Fred Ross,2064
 Danny Aiello,2065
 Jeff Daniels,2065
Mia Farrow,2065
 Irving Metzman,2065
 Jane Greer,2066
 Kirk Douglas,2066
 Rhonda Fleming,2066
Robert Mitchum,2066
 Geraldine Chaplin,2067
 Rod Steiger,2067
Omar Sharif,2067
 Julie Christie,2067
 Kristian Almgren,2068
 Pernilla Allwin,2068
 Börje Ahlstedt,2068
Kristina Adolphson,2068
Geraldine Page,2069
 Carlin Glynn,2069
 John Heard,2069
 Richard Bradford,2069
 Betty Buckley,2070
 Wilford Brimley,2070
Robert Duvall,2070
 Tess Harper,2070
Matthew Modine,2071
 Patrick Bauchau,2071
 Alan Alda,2071
 Nathalie Baye,2071
Tom Hanks,2072
 Rick Ducommun,2072
 Carrie Fisher,2072
 Bruce Dern,2072
 Chuck Bush,2073
Kevin Costner,2073
 Judd Nelson,2073
 Sam Robards,2073
Dirk Bogarde,2074
 Gabriele Ferzetti,2074
 Philippe Leroy,2074
 Charlotte Rampling,2074
 Krystyna Janda,2075
 Ildikó Bánsági,2075
Klaus Maria Brandauer,2075
 Rolf Hoppe,2075
Isabella Rossellini,2076
 Kyle MacLachlan,2076
 Dennis Hopper,2076
 Laura Dern,2076
 Lainie Kazan,2077
Meredith Salenger,2077
 John Cusack,2077
 Ray Wise,2077
 George Sanders,2078
 Bruce Reitherman,2078
Phil Harris,2078
 Sebastian Cabot,2078
 Bernard Lee,2079
 John Laurie,2079
Peter Finch,2079
 James MacArthur,2079
 Larry Roberts,2080
Peggy Lee,2080
 Verna Felton,2080
 Bill Baucom,2080
 Pat Carroll,2081
 Jodi Benson,2081
 Christopher Daniel Barnes,2081
Rene Auberjonois,2081
 Heidi Kling,2082
 Lane Smith,2082
 Joss Ackland,2082
Emilio Estevez,2082
 Jerry Nelson,2083
 Steve Whitmire,2083
 Dave Goelz,2083
Michael Caine,2083
 David Moscow,2084
 Luke Edwards,2084
 Max Casella,2084
Christian Bale,2084
 J. Pat O'Malley,2085
 Betty Lou Gerson,2085
 Martha Wentworth,2085
Rod Taylor,2085
 Arthur Hill,2086
 Gary Basaraba,2086
 Harry Dean Stanton,2086
Mary Steenburgen,2086
Bobby Driscoll,2087
 Kathryn Beaumont,2087
 Hans Conried,2087
 Bill Thompson,2087
 Shelley Duvall,2088
Robin Williams,2088
 Paul Dooley,2088
 Ray Walston,2088
 John Candy,2089
 Tristan Rogers,2089
Bob Newhart,2089
 Eva Gabor,2089
Bob Newhart,2090
 Eva Gabor,2090
 Geraldine Page,2090
 Joe Flynn,2090
 Kim Richards,2091
 Ike Eisenmann,2091
Bette Davis,2091
 Christopher Lee,2091
 Gilbert Gottfried,2092
 Jeff Bennett,2092
 Jonathan Freeman,2092
Jason Alexander,2092
 Piper Laurie,2093
Fairuza Balk,2093
 Nicol Williamson,2093
 Jean Marsh,2093
Billy Campbell,2094
 Jennifer Connelly,2094
 Alan Arkin,2094
 Timothy Dalton,2094
Dean Jones,2095
 Keenan Wynn,2095
 Suzanne Pleshette,2095
 Tim Conway,2095
 Bill Shirley,2096
Mary Costa,2096
 Verna Felton,2096
 Eleanor Audley,2096
 Jonathan Pryce,2097
Jason Robards,2097
 Royal Dano,2097
 Diane Ladd,2097
 Tommy Kirk,2098
 Keenan Wynn,2098
 Nancy Olson,2098
Fred MacMurray,2098
Ruth Warrick,2099
 Bobby Driscoll,2099
 James Baskett,2099
 Luana Patten,2099
 Eugene Levy,2100
 John Candy,2100
Tom Hanks,2100
 Daryl Hannah,2100
Adam Beach,2101
 Irene Bedard,2101
 Sheldon Peters Wolfchild,2101
 Eric Schweig,2101
Walt Disney,2102
Patrick Swayze,2103
 Nick Stahl,2103
 Roger Aaron Brown,2103
 Oliver Platt,2103
 Bill McKinney,2104
 Meg Tilly,2104
 Jim Metzler,2104
Matt Dillon,2104
 Cindy Morgan,2105
 Bruce Boxleitner,2105
 David Warner,2105
Jeff Bridges,2105
Robert Sean Leonard,2106
 Christian Bale,2106
 Frank Whaley,2106
 Barbara Hershey,2106
 Adam Hann-Byrd,2107
 Michelle Williams,2107
 Adam Arkin,2107
Jamie Lee Curtis,2107
 Marilu Henner,2108
 Richard E. Grant,2108
 Victoria Tennant,2108
Steve Martin,2108
 Bernadette Peters,2109
Steve Martin,2109
 Mabel King,2109
 Catlin Adams,2109
Steve Martin,2110
 Rachel Ward,2110
 Carl Reiner,2110
 Alan Ladd,2110
Steve Martin,2111
 Kathleen Turner,2111
 David Warner,2111
 Paul Benedict,2111
 Mary McDonnell,2112
 Steve Martin,2112
 Kevin Kline,2112
Danny Glover,2112
David Andrews,2113
 Kelly Wolf,2113
 Stephen Macht,2113
 Andrew Divoff,2113
C. Thomas Howell,2114
 Patrick Swayze,2114
 Ralph Macchio,2114
 Matt Dillon,2114
 Kate Capshaw,2115
Harrison Ford,2115
 Amrish Puri,2115
 Jonathan Ke Quan,2115
 William Squire,2116
Christopher Guard,2116
 Michael Scholes,2116
 John Hurt,2116
John Hurt,2117
 Richard Burton,2117
 Suzanna Hamilton,2117
 Cyril Cusack,2117
 Tom Skerritt,2118
 Herbert Lom,2118
Christopher Walken,2118
 Brooke Adams,2118
 Yeardley Smith,2119
Emilio Estevez,2119
 Pat Hingle,2119
 Laura Harrington,2119
Max von Sydow,2120
 Amanda Plummer,2120
 Ed Harris,2120
 Bonnie Bedelia,2120
 Daniel Hugh Kelly,2121
 Christopher Stone,2121
Dee Wallace,2121
 Danny Pintauro,2121
 John Franklin,2122
 R.G. Armstrong,2122
 Linda Hamilton,2122
Peter Horton,2122
Burt Reynolds,2123
 Melba Moore,2123
 Judith Barsi,2123
 Dom DeLuise,2123
 Christopher Lloyd,2124
 Dan Hedaya,2124
Anjelica Huston,2124
 Raul Julia,2124
 Patrick Godfrey,2125
 Dougray Scott,2125
 Anjelica Huston,2125
Drew Barrymore,2125
 Carla Gugino,2126
 John Heard,2126
 Gary Sinise,2126
Nicolas Cage,2126
 Steve Zahn,2128
Sam Rockwell,2128
 Paul Giamatti,2128
 Michael Lerner,2128
Burt Lancaster,2130
 Susan Sarandon,2130
 Kate Reid,2130
 Michel Piccoli,2130
 Liv Ullmann,2131
Ingrid Bergman,2131
 Lena Nyman,2131
 Halvar Björk,2131
 Sandy Dennis,2132
 George Segal,2132
 Richard Burton,2132
Elizabeth Taylor,2132
 Anthony Rapp,2133
 Maia Brewton,2133
 Keith Coogan,2133
Elisabeth Shue,2133
 Kelly LeBrock,2134
 Ilan Mitchell-Smith,2134
Anthony Michael Hall,2134
 Bill Paxton,2134
 Samantha Eggar,2135
Rex Harrison,2135
 Richard Attenborough,2135
 Anthony Newley,2135
 Stella Stevens,2136
 Del Moore,2136
 Kathleen Freeman,2136
Jerry Lewis,2136
 Paul Lynde,2137
Debbie Reynolds,2137
 Rex Allen,2137
 Henry Gibson,2137
 John Bennett,2138
 Michael Graham Cox,2138
 Richard Briers,2138
John Hurt,2138
 Arthur Malet,2139
 Elizabeth Hartman,2139
 Dom DeLuise,2139
Derek Jacobi,2139
Jim Henson,2140
 Kathryn Mullen,2140
 Frank Oz,2140
 Dave Goelz,2140
 Phillip Glasser,2141
 Nehemiah Persoff,2141
 Amy Green,2141
Erica Yohn,2141
 James Stewart,2142
Phillip Glasser,2142
 Cathy Cavadini,2142
 Erica Yohn,2142
 David Bennent,2143
Tom Cruise,2143
 Tim Curry,2143
 Mia Sara,2143
 Justin Henry,2144
